,hot_line,ram,screen_size,cpu_speed,hard_disk,cd_rom,cache,color_of_unit,availability,warranty,software,guarantee,price,task
1889,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,94
1890,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,94
1891,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94
1892,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,94
1893,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,94
1894,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,94
1895,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,94
1896,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,94
1897,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,94
1898,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,94
1899,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,94
1900,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,95
1901,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,95
1902,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,95
1903,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,95
1904,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,95
1905,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,95
1906,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,95
1907,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,95
1908,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,95
1909,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,95
1910,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,95
1911,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95
1912,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,95
1913,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,95
1914,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,95
1915,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,95
1916,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,95
1917,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,95
1918,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,95
1919,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,95
1920,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,96
1921,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,96
1922,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,96
1923,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,96
1924,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,96
1925,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,96
1926,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,96
1927,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,96
1928,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,96
1929,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,96
1930,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,96
1931,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96
1932,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,96
1933,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,96
1934,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,96
1935,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,96
1936,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,96
1937,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,96
1938,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,96
1939,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,96
1940,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,97
1941,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,97
1942,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,97
1943,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,97
1944,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,97
1945,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,97
1946,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,97
1947,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,97
1948,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,97
1949,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,97
1950,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,97
1951,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
1952,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,97
1953,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,97
1954,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,97
1955,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,97
1956,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,97
1957,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,97
1958,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,97
1959,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,97
1960,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,98
1961,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,98
1962,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,98
1963,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,98
1964,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,98
1965,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,98
1966,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,98
1967,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,98
1968,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,98
1969,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,98
1970,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,98
1971,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98
1972,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,98
1973,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,98
1974,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,98
1975,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,98
1976,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,98
1977,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,98
1978,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,98
1979,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,98
1980,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,99
1981,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,99
1982,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,99
1983,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,99
1984,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,99
1985,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,99
1986,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,99
1987,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,99
1988,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,99
1989,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,99
1990,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,99
1991,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99
1992,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,99
1993,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,99
1994,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,99
1995,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,99
1996,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,99
1997,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,99
1998,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,99
1999,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,99
2000,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,100
2001,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,100
2002,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,100
2003,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,100
2004,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,100
2005,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,100
2006,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,100
2007,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,100
2008,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,100
2009,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,100
2010,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,100
2011,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
2012,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,100
2013,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,100
2014,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,100
2015,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,100
2016,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,100
2017,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,100
2018,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,100
2019,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,100
2020,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,101
2021,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,101
2022,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,101
2023,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,101
2024,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,101
2025,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,101
2026,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,101
2027,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,101
2028,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,101
2029,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,101
2030,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,101
2031,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
2032,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,101
2033,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,101
2034,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,101
2035,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,101
2036,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,101
2037,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,101
2038,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,101
2039,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,101
2040,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,102
2041,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,102
2042,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,102
2043,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,102
2044,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,102
2045,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,102
2046,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,102
2047,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,102
2048,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,102
2049,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,102
2050,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,102
2051,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102
2052,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,102
2053,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,102
2054,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,102
2055,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,102
2056,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,102
2057,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,102
2058,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,102
2059,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,102
2060,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,103
2061,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,103
2062,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,103
2063,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,103
2064,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,103
2065,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,103
2066,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,103
2067,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,103
2068,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,103
2069,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,103
2070,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,103
2071,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
2072,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,103
2073,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,103
2074,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,103
2075,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,103
2076,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,103
2077,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,103
2078,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,103
2079,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,103
2080,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,104
2081,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,104
2082,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,104
2083,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,104
2084,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,104
2085,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,104
2086,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,104
2087,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,104
2088,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,104
2089,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,104
2090,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,104
2091,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104
2092,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,104
2093,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,104
2094,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,104
2095,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,104
2096,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,104
2097,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,104
2098,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,104
2099,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,104
2100,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,105
2101,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,105
2102,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,105
2103,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,105
2104,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,105
2105,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,105
2106,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,105
2107,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,105
2108,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,105
2109,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,105
2110,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,105
2111,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105
2112,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,105
2113,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,105
2114,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,105
2115,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,105
2116,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,105
2117,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,105
2118,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,105
2119,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,105
2120,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,106
2121,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,106
2122,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,106
2123,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,106
2124,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,106
2125,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,106
2126,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,106
2127,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,106
2128,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,106
2129,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,106
2130,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,106
2131,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106
2132,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,106
2133,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,106
2134,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,106
2135,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,106
2136,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,106
2137,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,106
2138,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,106
2139,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,106
2140,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,107
2141,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,107
2142,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,107
2143,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,107
2144,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,107
2145,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,107
2146,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,107
2147,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,107
2148,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,107
2149,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,107
2150,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,107
2151,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107
2152,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,107
2153,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,107
2154,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,107
2155,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,107
2156,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,107
2157,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,107
2158,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,107
2159,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,107
2160,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,108
2161,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,108
2162,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,108
2163,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,108
2164,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,108
2165,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,108
2166,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,108
2167,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,108
2168,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,108
2169,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,108
2170,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,108
2171,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
2172,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,108
2173,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,108
2174,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,108
2175,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,108
2176,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,108
2177,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,108
2178,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,108
2179,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,108
2180,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,109
2181,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,109
2182,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,109
2183,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,109
2184,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,109
2185,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,109
2186,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,109
2187,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,109
2188,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,109
2189,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,109
2190,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,109
2191,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109
2192,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,109
2193,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,109
2194,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,109
2195,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,109
2196,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,109
2197,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,109
2198,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,109
2199,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,109
2200,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,110
2201,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,110
2202,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,110
2203,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,110
2204,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,110
2205,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,110
2206,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,110
2207,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,110
2208,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,110
2209,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,110
2210,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,110
2211,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110
2212,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,110
2213,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,110
2214,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,110
2215,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,110
2216,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,110
2217,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,110
2218,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,110
2219,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,110
2220,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,111
2221,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,111
2222,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,111
2223,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,111
2224,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,111
2225,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,111
2226,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,111
2227,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,111
2228,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,111
2229,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,111
2230,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,111
2231,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
2232,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,111
2233,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,111
2234,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,111
2235,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,111
2236,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,111
2237,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,111
2238,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,111
2239,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,111
2240,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,112
2241,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,112
2242,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,112
2243,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,112
2244,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,112
2245,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,112
2246,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,112
2247,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,112
2248,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,112
2249,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,112
2250,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,112
2251,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112
2252,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,112
2253,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,112
2254,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,112
2255,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,112
2256,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,112
2257,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,112
2258,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,112
2259,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,112
2260,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,113
2261,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,113
